Date ,Tweet,,,,,,,,,,Mention
12/17/15 12:15,6 naitalang patay sa pananalasa ni #NonaPH sa N. Samar,,,,,,,,,,@TVPatrol
12/17/15 12:48,PAGASA weather forecaster Jun Galang: Natunaw na po si #NonaPH kahapon. | via @dzbb,,,,,,,,,,@gmanewsbreaking
12/17/15 13:00,4 patay sa Oriental Mindoro dahil kay #NonaPH,,,,,,,,,,@TVPatrol
12/17/15 12:55,9 nawawala matapos pumalaot sa kasagsagan ni #NonaPH,,,,,,,,,,@TVPatrol
12/17/15 12:42,Nagmistulang lati ang Gitnang Luzon gawa ni #NonaPH; napuno ang mga dam,,,,,,,,,,@inquirerdotnet
12/17/15 12:30,"Ilang residente sa Bulan, Sorsogon, pilit na bumabangon mula sa pinsala ng Bagyong #NonaPH.",,,,,,,,,,@UnangHirit
12/17/15 12:25,7 patay sa Oriental Mindoro dulot ng Bagyong #NonaPH,,,,,,,,,,@UnangHirit
12/17/15 12:18,"Pinsalang dulot ng bagyong #NonaPH sa agrikultura, umabot na sa mahigit Šä±700-M, ayon sa Dept. of Agriculture",,,,,,,,,,@dzbb
12/17/15 12:15,"Malaking pinsalang iniwan ng Bagyong #NonaPH sa Northern Samar, tumambad",,,,,,,,,,@UnangHirit
12/17/15 6:32,Lalong tumambad ang pinsalang iniwan ng Bagyong #NonaPH sa Northern Samar kung saan una itong nag-landfall.,,,,,,,,,,@saksi
12/17/15 5:40,"Pinsala ng Bagyong #NonaPH sa Northern Samar at sa Oriental Mindoro kung saan ito nag-landfall, lalo pang tumambad!",,,,,,,,,,@saksi
12/17/15 5:24,"8 katao, patay sa hagupit ni #NonaPHŠ—”NDRRMC",,,,,,,,,,@gmanews
12/17/15 4:52,"#RHBalitaAgad #NonaPH, lusaw na! Bagyong 'Onyok', bantay sarado sa PAGASA!",,,,,,,,,,@dzrhnews
12/17/15 4:49,"Sa bayan ng Alfonso Casta’±eda sa Nueva Vizcaya, lima ang naitalang nasawi sa pananalasa ng Bagyong #NonaPH",,,,,,,,,,@stateofdnation
12/17/15 4:30,"Hindi pa nga raw sila nakakabangon sa Bagyong Lando, muli na naman silang hinagupit ng Bagyong #NonaPH.",,,,,,,,,,@stateofdnation
12/17/15 4:07,90% ng mga istruktura sa 24 na mga bayan sa Northern Samar ang napinsala sa pagdaan ng Bagyong #NonaPH.,,,,,,,,,,@stateofdnation
12/17/15 2:57,Pahirapan makapasok sa Aurora Province dahil sa dami ng landslide. #NonaPH,,,,,,,,,,@DZMMTeleRadyo
12/17/15 3:14,"5 patay sa landslide sa Casta’±eda, Nueva Vizcaya",,,,,,,,,,@BalitaNgayon
12/17/15 1:57,"#TVPatrol Nalusaw na ang bagyong #NonaPH, pero papalapit na sa bansa si #OnyokPH.",,,,,,,,,,@TVPatrol
12/17/15 2:11,"#TVPatrol Linya ng komunikasyon sa Masbate at Burias Island, bagsak pa rin #NonaPH ",,,,,,,,,,@TVPatrol
12/17/15 1:47,"#TVPatrol Bilang ng mga bahay na nawasak ng bagyo sa Pinamalayan, aabot sa 15,000 #NonaPH",,,,,,,,,,@TVPatrol
12/17/15 1:45,"#TVPatrol Bilang ng mga bahay na nawasak ng bagyo sa Pinamalayan, aabot sa 15,000 #NonaPH",,,,,,,,,,@TVPatrol
12/17/15 1:38,"#TVPatrol C130 na may kargang relief goods ng DSWD, dumating na sa Northern Samar #NonaPH",,,,,,,,,,@ABSCBNNews
12/17/15 1:38,"#TVPatrol 90% ng mga bahay sa Northern Samar, napinsala ng bagyo #NonaPH ",,,,,,,,,,@ABSCBNNews
12/17/15 1:38,"Mga bahay sa Catarman, winasak ng bagyong #NonaPH ",,,,,,,,,,@News5AKSYON
12/17/15 1:34,"#TVPatrol Gov. Ong: malaking bahagi ng Northern Samar, malubhang napinsala ng bagyong #NonaPH ",,,,,,,,,,@TVPatrol
12/17/15 0:52,"Ilang dam sa Luzon, umabot na sa spilling level dahil sa pag-ulang dulot ng bagyong #NonaPH.",,,,,,,,,,@gmanewstvQRT
12/17/15 0:50,Dalisay: Patuloy po kaming mag-momonitor sa mga sitwasyon kaugnay sa naging epekto ng bagyong #NonaPH,,,,,,,,,,@dzrhnews
12/17/15 0:34,3 patay matapos makuryente sa gitna ng paglilinis sa iniwang pinsala ng bagyong #NonaPH,,,,,,,,,,@gmanewstvQRT
12/17/15 0:28,SIGNAL #1:<newline>Surigao del Sur including Siargao Island<newline>Surigao del Norte<newline>Dinagat Province <newline>Misamis Oriental<newline>Camiguin.<newline>#NonaPH,,,,,,,,,,@PhilppineStar
12/17/15 0:33,"2 patay, 2 nailigtas matapos manatili ng tatlong araw sa dagat dahil sa #NonaPH.",,,,,,,,,,@gmanewstvQRT
12/17/15 0:29,Signal #1<newline>Bukidnon<newline>Lanao del Norte<newline>Lanao del Sur<newline>Misamis Occidental<newline>#NonaPH,,,,,,,,,,@PhilppineStar
12/17/15 0:24,"Hanging dala ng #NonaPH, katulad daw ng sa Bagyong Yolanda, ayon sa mga taga-Catarman.",,,,,,,,,,@gmanewstvQRT
12/17/15 0:20,@dost_pagasa: LPA na lamang ang dating Bagyong #NonaPH.,,,,,,,,,,@gmanewsbreaking
12/17/15 23:59,"3 bahay, natabunan sa landslide sa Brgy. Cadaclan, Pantabangan, Nueva Ecija. #NonaPH",,,,,,,,,,@DZMMTeleRadyo
12/16/15 23:59,"5 patay sa landslide sa Alfonso Casta’±eda, Nueva Vizcaya; 2, pinaghahanap pa. #NonaPH",,,,,,,,,,@DZMMTeleRadyo
12/16/15 23:23,LPA na dating bagyong #NonaPH nalusaw na matapos ang interaksyon nito sa hanging Amihan,,,,,,,,,,@dost_pagasa
12/16/15 23:22,"Sira ang bubong ng public market at natuklap ang dingding ng ilang kabahayan sa Bulan, Sorsogon #NonaPH",,,,,,,,,,@bayanmo
12/16/15 23:14,Humina na at isa na lang LPA ang dating bagyong #NonaPH.,,,,,,,,,,@GMA_BP
12/16/15 23:04,"Bagyong #Onyok, posibleng mag-landfall sa Caraga region bukas; bagyong #NonaPH, isa na lamang LPA",,,,,,,,,,@untvradio1350
12/16/15 22:49,Gov. Ong: Tatlo na ang nasawi dahil sa pananalasa ni Bagyong Nona... 12 naman ang missing #NonaPH,,,,,,,,,,@News5AKSYON
12/16/15 22:35,"Mga linya ng komunikasyon sa Northern Samar, bumagsak dahil sa #NonaPH",,,,,,,,,,@News5E
12/16/15 21:23,"Dalang ulan ng bagyong #NonaPH, nakabawas sa epekto ng El Ni’±o ayon sa Malakanyang",,,,,,,,,,@untvradio1350
12/16/15 21:00,"NDRRMC: 8 patay, 12 sugatan dahil sa bagyong #NonaPH",,,,,,,,,,@DZMMTeleRadyo
12/16/15 20:58,"PSWDO, patuloy na nag rerepack ng mga food packs na ipapadala sa tatlong bayang nasalanta ni #NonaPH sa Romblon.",,,,,,,,,,@RomblonNews
12/16/15 20:39,"#OnyokPH, tinutumbok ang Caraga, #NonaPH, LPA na lang",,,,,,,,,,@DZMMTeleRadyo
12/16/15 19:45,Walo na ang naitatalang patay sa pananalasa ng Bagyong #NonaPH na ngayo'y isa na lang low pressure area.,,,,,,,,,,@Balitanghali11
12/16/15 19:12,Isinailalim na sa state of calamity ang probinsya ng Sorsogon dahil sa epekto ng Bagyong #NonaPH.,,,,,,,,,,@Balitanghali11
12/16/15 19:04,"Mga nasalanta ng bagyong #NonaPH sa Mindoro, posibleng sa evacuation center na mag-Pasko. #SuperBalitaSaTanghaliNationwide ",,,,,,,,,,@dzbb
12/16/15 19:04,"Opisyal na bilang ng mga nasawi sa bagyong #NonaPH, umakyat na sa 8, batay sa pinakahuling tala ng NDRRMC.",,,,,,,,,,@dzbb
12/16/15 18:40,Isinailalim na sa state of calamity ang bayan ng Corcuera sa Romblon dahil sa pinsala roon ng Bagyong #NonaPH.,,,,,,,,,,@Balitanghali11
12/30/14 4:45,"Sa 21 namatay, 11 ang mula sa Central Visayas, 6 sa Eastern Visayas, 2 sa Davao region, at 2 sa CARAGA region. | @_jamesagustin #SeniangPH",,,,,,,,,,@gmanews
12/30/14 12:58,10 patay sa pagbaha dulot ni #SeniangPH sa Cebu,,,,,,,,,,@DZMMTeleRadyo
12/30/14 12:02,"#SeniangPH Signal No. 1 - Calamian Group of Islands, Negros Occidental, Aklan, Capiz, Rest of Iloilo, Rest of Antique.",,,,,,,,,,@News5AKSYON
12/30/14 12:01,"#SeniangPH Signal No. 2 - Cuyo Island, Palawan, Guimaras, Southern Antique and Southern Iloilo.",,,,,,,,,,@News5AKSYON
12/29/14 23:53,PAGASA: 19kph westward ang usad ng bagyong #SeniangPH patungo ng Cuyo Island | via @RPDexterGanibe,,,,,,,,,,@ABSCBNNews
12/29/14 23:53,PAGASA: Bagyong #SeniangPH nasa Sulu Sea patungo na ng Cuyo Island | via @RPDexterGanibe,,,,,,,,,,@ABSCBNNews
12/29/14 23:49,"1 patay, 2 nawawala sa Agusan del Norte; 4 lugar malapit sa Agusan River, lubog sa baha dahil kay #SeniangPH",,,,,,,,,,@DZMMTeleRadyo
12/29/14 23:20,"Nakataas din ang Storm Signal No. 1 sa: Palawan, kasama ang mga isla ng Calamian at Cuyo | via @dost_pagasa #SeniangPH",,,,,,,,,,@IMReadyPH
12/29/14 23:19,Nakataas ang Storm Signal No. 1 sa: Aklan Capiz Rest of antique Rest of Iloilo Southern Cebu Negros Oriental |via @dost_pagasa #SeniangPH,,,,,,,,,,@IMReadyPH
12/29/14 20:05,"Weather Update: Apat na beses nang nag-landfall ang Bagyong #SeniangPH, ayon sa @dost_pagasa. #IMReadyPH",,,,,,,,,,@IMReadyPH
12/29/14 19:44,"Caraga region, may mahigit 12,000 pamilya na lumikas dahil sa bagyong #SeniangPH; ilang lugar, baha pa rin, ayon kay Mazo, OCD-Region 6.",,,,,,,,,,@IMReadyPH
12/29/14 19:17,"WEATHER as of 11am: Signal #2 in Negros Occidental, Negros Oriental, Guimaras, Southern Cebu, Southern Antique, Southern Iloilo | #SeniangPH",,,,,,,,,,@PhilippineStar
12/29/14 19:17,"WEATHER asof 11am: Signal#1 in Palawan,Calamian groupof islands, CuyoIs., Aklan,Capiz, restof Antique,Iloilo, Cebu,Bohol,Siquijor|#SeniangPH",,,,,,,,,,@PhilippineStar
12/29/14 18:57,#SeniangPH SIGNAL NO. 1 Palawan Calamian group of Islands Cuyo Island Aklan Capiz Rest of Antique Rest of Iloilo Rest of Cebu Bohol Siquijor,,,,,,,,,,@News5AKSYON
12/29/14 18:31,"Signal #2 up in Negros Occidental, Negros Oriental, Guimaras, Southern Cebu, Southern Antique & Southern Iloilo. #SeniangPH |",,,,,,,,,,@InqNational
12/29/14 18:05,"Bagyong #SeniangPH, nasa Negros Oriental na ngayon at kumikilos patungo sa Panay Gulf, ayon sa @dost_pagasa.",,,,,,,,,,@dzbb
12/29/14 18:00,#SeniangPH SIGNAL NO. 1 (11 AM) Aklan Capiz Rest of Antique Rest of Iloilo Rest of Cebu Bohol Siquijor,,,,,,,,,,@IMReadyPH
12/29/14 17:58,"#SeniangPH signal #1: Aklan, Capiz, Rest of Antique, Rest of Iloilo, Rest of Cebu, Bohol, Siquijor",,,,,,,,,,@DZMMTeleRadyo
12/29/14 17:58,"#SeniangPH signal #1: Palawan, Calamian group of Islands, Cuyo Island",,,,,,,,,,@DZMMTeleRadyo
12/29/14 17:57,"#SeniangPH signal #2: Negros Occ., Negros Or., Guimaras, Southern Cebu, Southern Antique, Southern Iloilo",,,,,,,,,,@DZMMTeleRadyo
12/29/14 16:05,"JUST IN: Nag-landfall sa ika-apat na pagkakataon ang #SeniangPH sa Guihulngan, Negros Or. dakong 7AM | @dost_pagasa",,,,,,,,,,@IMReadyPH
12/29/14 13:56,#SeniangPH SIGNAL NO. 1 - Guimaras - Leyte - Southern Leyte - Rest of Negros Occidental - Camotes Island - Iloilo - Antique - Capiz - Aklan,,,,,,,,,,@IMReadyPH
12/29/14 13:35,"ICYMI: Nag-landfall muli ng pangatlong beses ang #SeniangPH sa Sibonga, Cebu kaninang 4:45 AM, ayon sa @dost_pagasa.",,,,,,,,,,@IMReadyPH
12/29/14 12:20,"Huling namataan ang #SeniangPH sa layong 35 km SE ng Mactan, Cebu. LAKAS: 65 kph BUGSO: 80 kph GALAW: WNW at 11 kph",,,,,,,,,,@IMReadyPH
12/29/14 0:14,"(1/2) Signal #2: Bohol, Siquijor, southern Cebu, Negros Oriental, southern part of Negros Occidental #SeniangPH",,,,,,,,,,@ANCAlerts
12/29/14 0:13,"(2/3) Signal #1: southern part of Antique, Bukidnon, Lanao del Norte, Lanao del Sur, Misamis Occidental #SeniangPH",,,,,,,,,,@ANCAlerts
12/29/14 0:13,"(1/3) Signal #1: Leyte, Southern Leyte, Camotes, rest of Cebu, rest of Negros Occidental, Guimaras, southern part of Iloilo #SeniangPH",,,,,,,,,,@ANCAlerts
12/29/14 0:01,Update (5 PM): Huling namataan ng @dost_pagasa ang Bagyong #SeniangPH sa layong 140 km east southeast ng Tagbilaran City.,,,,,,,,,,@IMReadyPH
12/28/14 20:05,Huling namataan ang sentro ng bagyo 33 kilometers hilagang silangan ng Butuan City. #SeniangPH,,,,,,,,,,@IMReadyPH
12/28/14 19:37,"11AM | Signal 1: northern Davao, Bukidnon, Davao Norte, Lanao provinces, Misamis Occ. #SeniangPH | @PanahonTV [EDIT]",,,,,,,,,,@InqNational
12/28/14 19:18,"[12:10 PM] YELLOW rainfall warning, nakataas sa Central Visayas, Eastern Visayas, Negros Occ. | via @dost_pagasa #SeniangPH",,,,,,,,,,@DZMMTeleRadyo
12/28/14 19:06,"(3/3) Signal #1: Misamis Occidental, Zamboanga del Norte, Zamboanga del Sur, Zamboanga Sibugay #SeniangPH",,,,,,,,,,@ANCAlerts
12/28/14 19:06,"(2/3) Signal #1: Northern part of Davao Oriental, Davao del Norte, Bukidnon, Lanao del Norte, Lanao del Sur #SeniangPH",,,,,,,,,,@ANCAlerts
12/28/14 19:06,"(1/3) Signal #1: Leyte, Southern Leyte, Camotes, rest of Cebu, rest of Negros Occidental, Compostela Valley, Dinagat #SeniangPH",,,,,,,,,,@ANCAlerts
12/28/14 18:53,"PAGASA: #SeniangPH, taglay pa rin ang lakas ng hanging umaabot sa 65kph malapit sa gitna at pagbugsong aabot sa 80kph",,,,,,,,,,@DZMMTeleRadyo
12/10/12 15:43,"(as of Dec.11 6:00AM update) #PabloPH NDRRMC: Patay sa Bagyong Pablo, 714 na; 890 pa nawawala",,,,,,,,,,@DZMMTeleRadyo
12/8/12 23:52,"PAGASA: #PabloPH, isa na lamang low pressure area (LPA) | via Dexter Ganibe",,,,,,,,,,@DZMMTeleRadyo
12/8/12 21:33,"Umakyat na sa 540 ang kumpirmadong patay sa #PabloPH ; 1,088 ang sugatan, 827 missing pa rin, ayon sa NDRRMC -- Isa Avendano | @dzIQ990",,,,,,,,,,@inquirerdotnet
12/8/12 6:11,"#PabloPH Signal # 1: Cagayan including Calayan and Babuyan Group of Islands, Batanes Group of Islands, Abra | via @dost_pagasa (1/2)",,,,,,,,,,@gmanews
12/8/12 0:33,"#PabloPH Sig2: IlocosNorte, IlocosSur, La Union. Sig1: Cagayan, Calayan, Babuyan, Batanes, Abra, Apayao, Kalinga,Benguet,Pangasinan,Zambales",,,,,,,,,,@24OrasGMA
12/8/12 0:29,"Signal No. 2: Ilocos Norte, Ilocos Sur, La Union #PabloPH",,,,,,,,,,@DZMMTeleRadyo
12/8/12 12:51,"#PabloPH, namataan sa layong 85 kilometero kanluran ng Laoag City. | via @dost_pagasa",,,,,,,,,,@DZMMTeleRadyo
12/16/15 18:32,"JUST IN: Bagyong #Onyok, napanatili ang kanyang lakas habang patuloy na nagbabanta sa Caraga region. | via @glenjuego",,,,,,,,,,@dzbb
10/23/15 6:35,"Bilang ng mga kumpirmadong patay sa hagupit ng Bagyong Lando, umakyat na sa 66, ayon sa NDRRMC. #SuperBalitaSaGabi",,,,,,,,,,@dzbb
10/23/15 3:50,Sa Linggo na inaasahang lalabas ng Philippine Area of Responsibility ang Low Pressure Area na dating bagyong Lando.,,,,,,,,,,@IMReadyPH
10/23/15 2:49,"#TVPatrol Mga residente ng Gabaldon, lumikas agad bago bumaha kaya walang naitalang namatay sa Bagyong Lando",,,,,,,,,,@TVPatrol
10/22/15 21:29,"46 na ang kumpirmadong patay sa bagyong Lando, 16 dito ang mula sa Benguet - DZIQ Radyo Inquirer 990AM https://shar.es/1uIdmv ",,,,,,,,,,@dzIQ990
10/22/15 14:48,"Halos 60 barangay sa Pampanga,lubog pa rin sa baha matapos ang Bagyong Lando. #LandoPH #aksyonsaumaga",,,,,,,,,,@News5AKSYON
10/22/15 3:16,"VIDEO: Mahigit 5,000 bahay, nasira ng bagyong 'Lando'",,,,,,,,,,@gmanewsbreaking
10/22/15 2:31,"#TV5Aksyon | Nueva Ecija provincial hospital, binaha nang manalasa ang bagyong Lando",,,,,,,,,,@News5AKSYON
10/22/15 1:00,"Death toll sa pananalasa ng bagyong Š—“LandoŠ—, 41 sa talaan ng NDRRMC #Breaktime",,,,,,,,,,@dzrhnews
10/21/15 23:08,"VIDEO: Bagyong Lando, tuluyang humina at naging LPA na lang http://gmane.ws/1PBRanB ",,,,,,,,,,@saksi
10/21/15 21:45,"VIDEO: Bagyong Lando, isa na lang LPA ngayon",,,,,,,,,,@gmanewsbreaking
10/21/15 17:26,"VIDEO: Mahigit P6-B, pinsalang idinulot ng Bagyong Lando sa agrikultura http://gmane.ws/1XlaKWl ",,,,,,,,,,@saksi
10/21/15 14:36,"Ilang taniman sa Nueva Ecija,napuno ng bato at troso dahil sa bagyong Lando. #LandoPH #aksyonsaumaga",,,,,,,,,,@News5AKSYON
10/21/15 14:28,"16,000 pamilya sa Aurora,apektado ng Bagyong Lando. #LandoPH #aksyonsaumaga @jcdongon",,,,,,,,,,@News5AKSYON
10/26/15 3:15,"#TVPatrol La Union, isinailalim sa state of calamity dahil sa pinsalang dulot ni #LandoPH",,,,,,,,,,@TVPatrol
10/26/15 3:14,"#TVPatrol Patay sa Cordillera dahil kay #LandoPH, umabot na sa 27",,,,,,,,,,@TVPatrol
10/26/15 3:14,"#TVPatrol 6 bahay, nahulog sa man-made tunnel sa Itogon, Benguet",,,,,,,,,,@TVPatrol
10/26/15 3:16,"#TVPatrol Ilang barangay sa Calumpit, Bulacan, lubog pa rin sa baha dahil sa Bagyong #LandoPH",,,,,,,,,,@TVPatrol
10/23/15 3:14,"#TVPatrol LPA na dating Bagyong #LandoPH, hindi na makaaapekto sa bansa sa weekend",,,,,,,,,,@TVPatrol
10/22/15 19:56,"Mga namatay sa bagyong #LandoPH, umakyat na sa 46. Š—” NDRRMC",,,,,,,,,,@dzbb
10/22/15 19:45,"Bilang ng mga nasawi sa pananalasa ng bagyong #LandoPH, umakyat na sa 46; 82 naman ang sugatan. | via @mamutuesdayniu",,,,,,,,,,@dzbb
10/22/15 17:23,"#LandoPH's toll: 43 dead, 78 injured, P7.5 billion in damage http://cnn.ph/1NqxFuT ",,,,,,,,,,@cnnphilippines
10/22/15 17:20,"FLASH: State of calamity, idineklara na sa lalawigan ng La Union dahil sa pinsala ng bagyong #LandoPH. Š—” La Union disaster officer",,,,,,,,,,@dzbb
10/22/15 13:40,"Low pressure area [dating bagyong #LandoPH], huling namataan sa layong 285 km silangan ng Basco, Batanes, ayon sa @dost_pagasa.",,,,,,,,,,@dzbb
10/22/15 5:52,"Mag-asawa at 2 nilang apo, nasawi habang lumilikas sa bahang dulot ni #LandoPH http://gmane.ws/1kuSn3f ",,,,,,,,,,@gmanews
10/21/15 20:14,"Bagyong #LandoPH, sumira ng aabot sa 18,000 bahay sa mga lalawigang naapektuhan nito, ayon kay NDRRMC spokesperson Marasigan.",,,,,,,,,,@dzbb
10/21/15 19:13,"11AM: Huling nakita ng @dost_pagasa ang LPA (dating #LandoPH sa layong 230 km Silangan ng Basco, Batanes",,,,,,,,,,@IMReadyPH
12/26/11 14:28,"Bilang ng nasawi sa pananalasa ng Bagyong Sendong, umakyat na sa 1,453 as of 6am, Dec. 27 (via @UnangHirit)",,,,,,,,,,@gmanews
12/25/11 14:59,"Patay sa Bagyong Sendong, pumalo na sa 1,236 http://bit.ly/sLI40z ",,,,,,,,,,@DZMMTeleRadyo
12/17/11 21:04,"RDRRMC: Patay sa Dumaguete City dahil sa bagyong Sendong, umabot na sa 34 http://bit.ly/ufLrhQ  http://fb.me/1tRlB28Bh ",,,,,,,,,,@DZMMTeleRadyo
12/17/11 6:34,"Bagyong Sendong, bumagal habang papalapit sa Palawan http://bit.ly/uyxTYe  http://fb.me/18qWzu2IE ",,,,,,,,,,@DZMMTeleRadyo
12/15/14 17:46,@NDRRMC_OpCen: Batangas under state of calamity due to #RubyPH http://gmane.ws/1A0eBOh  | via @gmanews,,,,,,,,,,@IMReadyPH
12/11/14 1:37,"#AKSYON: Bilang ng mga nasawi dahil kay Bagyong Ruby, umakyat na sa 18",,,,,,,,,,@News5AKSYON
12/9/14 19:21,"VIDEO: Batangas, isinailalim na sa state of calamity dahil sa pinsalang dulot ng Bagyong Ruby http://gmane.ws/1B5b7cb ",,,,,,,,,,@gmanewsbreaking
12/9/14 6:22,"VIDEO: Higit 20,00 na pamilya sa Nabua, Camarines Sur, apektado ng Bagyong Ruby http://gmane.ws/1D3xOlG ",,,,,,,,,,@gmanewsbreaking
12/8/14 19:55,VIDEO: Red Cross: 23 namatay dulot ng Bagyong Ruby http://gmane.ws/1D1F01M ,,,,,,,,,,@gmanewsbreaking
12/8/14 16:18,"VIDEO: Bagyong Ruby, nag-landfall na sa Lubang, Occidental Mindoro",,,,,,,,,,@gmanewsbreaking
12/8/14 4:19,"VIDEO: Bagyong Ruby, nag-landfall sa Batangas kaninang 5:45 PM http://gmane.ws/1ASvVDK ",,,,,,,,,,@gmanewsbreaking
12/7/14 20:29,"VIDEO: Yellow rainfall warning, nakataas sa ilang lugar sa Luzon dahil sa Bagyong Ruby",,,,,,,,,,@gmanewsbreaking
3/22/16 23:24,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,,,,,,,,,,@philredcross
3/22/16 5:39,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,,,,,,,,,,@philredcross
3/12/16 21:14,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,,,,,,,,,,@philredcross
3/5/16 22:24,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,,,,,,,,,,@philredcross
3/4/16 19:32,#EarthquakePH Information No. 1 Date and Time: 05 Mar 2016 - 11:58 AM Magnitude: 2.4 Location: Calatagan (Batangas),,,,,,,,,,@philredcross
3/1/16 14:25,#EarthquakePH Information No. 1 Magnitude = 2.6 Location: Anda (Bohol) | via @phivolcs_dost,,,,,,,,,,@philredcross
3/1/16 7:12,#EarthquakePH Information No. 1 Date and Time: 01 Mar 2016 - 11:45 PM Magnitude: Ms 3.1 Location: Calayan (Cagayan),,,,,,,,,,@philredcross
2/22/16 5:24,#EarthquakePH Information No. 2 Location: Calatagan (Batangas) Depth: 091 Magnitude: Ms 4.4 | via @phivolcs_dost,,,,,,,,,,@philredcross
2/16/16 0:55,#EarthquakePH Information No. 2 Location:Burgos(Surigao Del Norte) Depth: 011 Magnitude: Ms 3.1 | via @phivolcs_dost,,,,,,,,,,@philredcross
2/13/16 11:43,#EarthquakePH Information No. 1 Location: Silago (Southern Leyte) Depth: 202 Magnitude: Ms 4.7 | via @phivolcs_dost,,,,,,,,,,@philredcross
2/13/16 2:09,#EarthquakePH Info No. 1 Date and Time: 13 Feb 2016 - 06:38 AM Location: Currimao (Ilocos Norte) Magnitude: Ms 3.7,,,,,,,,,,@philredcross
2/9/16 16:57,#EarthquakePH Information No. 1 Location: Infanta (Pangasinan) Depth: 027 Magnitude: Ms 2.7 | via @phivolcs_dost,,,,,,,,,,@philredcross
2/8/16 6:47,#EarthquakePH Information No.1 Location: Jose Abad Santos (Davao Occidental) Magnitude: Ms 4.0 | via @phivolcs_dost,,,,,,,,,,@philredcross
2/6/16 19:23,#EarthquakePH Information No. 1 Magnitude = 3.4 Depth = 13km Location = San Francisco (Quezon) | via @phivolcs_dost,,,,,,,,,,@philredcross
1/22/16 20:07,#EarthquakePH Information No. 1 Magnitude: MS 3.3 Location: Marcelino (Davao Occidental) | via @phivolcs_dost,,,,,,,,,,@philredcross
1/9/16 22:43,#EarthquakePH Information No. 1 Magnitude = 3.1 Location = Bolinao (Pangasinan) | via @phivolcs_dost,,,,,,,,,,@philredcross
12/8/12 0:34,"Posibleng mag-landfall ang #PabloPH sa extreme northern Luzon bukas. Ito ay nasa 230km W Sinait, Ilocos Sur",,,,,,,,,,@24OrasGMA
