Date & Time,Tweets,Accounts
10/14/13 13:23,"#UKG BALITA: Buong lalawigan ng Aurora, wala pa ring kuryente dahil sa pananalasa ng bagyong #SantiPH",@ukgdos
10/14/13 7:29,"Nueva Ecija, isinailalim sa state of calamity dahil sa pinsala ng Bagyong #SantiPH; San Miguel, Bulacan, nasa state of calamity na rin",@saksi
10/14/13 7:33,"Lima ang nasawi sa buong lalawigan ng Nueva Ecija, na nasa state of calamity na ngayon.",@saksi
10/14/13 7:34,"Dahil din sa Bagyong #Santi kaya nagbagsakan sa mga bahay ang ilang mga puno sa Iba, Zambales.",@saksi
10/14/13 5:16,"Matapos ang bagyong #SantiPH, isa namang bagong bagyo ang pumasok sa PAR, ang bagyong Tino. May ulat-panahon si @mang_tani ng @GMAWeather.",@stateofdnation
10/14/13 5:18,"Base sa track ng @dost_pagasa at Weather Central, dadaan lang sa dulo ng PAR ang bagyong #TinoPH at hindi nakikitang tatama sa kalupaan.",@stateofdnation
10/14/13 5:12,"Ilang bahay sa San Miguel, Bulacan, gumuho dahil sa hagupit ng bagyong #SantiPH.",@stateofdnation
10/14/13 5:15,"Ayon sa PDRRMC, sa Nueva Ecija, umabot sa P3-B ang natamong pinsala sa agrikultura. Habang P300-M naman ang sa mga imprastraktura.",@stateofdnation
10/14/13 3:05,"Matinding baha, naranasan sa Aurora kung saan nag-landfall ang Bagyong #SantiPH. Nakatutok si @Tricia_Zafra.",@24OrasGMA
10/14/13 3:06,"Sa Isabela, umapaw ang Cagayan River kaya't hindi na madaanan ang isang tulay na nagdurugtong sa Santa Maria at Cabagan.",@24OrasGMA
10/14/13 1:43,"Lalawigan ng Nueva Ecija, inihihingi ng agarang tulong matapos tamaan ng Bagyong #SantiPH. | via @wengsalvacion",@dzbb
10/13/13 23:45,"NDRRMC: Mahigit 150,000 pamilya ang apektado sa pananalasa ng Bagyong #SantiPH. Makibalita tayo kay @Tricia_Zafra.",@GMA_BP
10/13/13 23:22,"Aerial operations sa Catanduanes, isinasagawa para sa ilang nawawalang mangingisda dahil sa pananalasa ng Bagyong #SantiPH | @mamutuesdayniu",@dzbb
10/13/13 20:07,"Pinsala sa agrikultura ng bagyong #SantiPH, pumalo sa mahigit P3-B. #SuperBalitasaTanghaliNationwide",@dzbb
10/13/13 20:24,"Lalaki, patay matapos madaganan ng puno nang humagupit ang Bagyong #SantiPH sa Zambales. May #UlatOnTheSpot si @victoriatulad, EXCLUSIVE.",@Balitanghali11
10/12/13 21:58,@MMDA tumulong na sa pagaalis ng mga nabuwal na puno sa Nueva Ecija #SantiPH http://instagram.com/p/fZXtccp_py/  | via @junyeeloyola,@news5AKSYON
10/12/13 20:23,"EXCLUSIVE: Dinalungan, Aurora, na-isolate dahil sa nagbagsakang mga poste, puno at rumaragasang baha dulot ng Bagyong #SantiPH @dantegmanews",@Balitanghali11
10/12/13 20:15,"Bagyong #SantiPH: 3 patay, 5 sugatan, 3 nawawala. 46,295 pamilya ang apektado sa 16 probinsya sa Luzon ",@IMReadyPH
10/12/13 18:26,"TY #SantiPH, nakalabas na ng PAR, ayon sa @dost_pagasa. Mula kagabi, wala nang nakataas na public storm warning signals sa bansa #NewsTVLive",@IMReadyPH
10/12/13 15:34,"#SantiPH, palabas na ng PAR ngayong umaga; panibagong bagyo, inaasahang papasok bukas",@DZMMTeleRadyo
10/12/13 7:05,Mahigit 2 Million katao naapektuhan ni bagyong #SantiPH,@BomboRadyoNews
10/12/13 6:47,"Generator sets, ipinadala sa mga nawalan ng supply ng koryente - DSWD #SantiPH",@BomboRadyoNews
10/12/13 2:56,"#SantiPH, bumagal habang nasa West PH Sea; signal no. 1, nakataas pa rin sa 2 lugar http://bit.ly/19sDKC7  http://fb.me/2ViK4VpFu ",@DZMMTeleRadyo
10/12/13 2:40,"NDRRMC: Patay sa hagupit ng Bagyong #SantiPH, 12 na; 3 nawawala http://bit.ly/17wH6B3  http://fb.me/MoSHdn5F ",@DZMMTeleRadyo
10/11/13 21:48,"Heavy Rainfall Warning No. 10 (FINAL) Weather System: Typhoon _ã–#SantiPH_ãù Issued at: 2:00 PM, 12 October 2013... http://fb.me/26kMfZA3k ",@dost_pagasa
10/11/13 20:01,"#SantiPH, nasa West PH Sea na; signal no. 1, nakataas na lang sa Zambales at Bataan http://bit.ly/1fr8Vnw  http://fb.me/3lJtDmhkt ",@DZMMTeleRadyo
10/11/13 19:13,"NDRRMC: 3 patay, 4 nawawala sa pananalasa ng Bagyong #SantiPH | via @glenjuego @dzbb",@gmanews
10/11/13 17:58,"Typhoon Santi, humina; storm signals, nakataas pa rin sa 21 lugar http://bit.ly/166iwaK  #SantiPH",@TVPatrol
10/11/13 17:56,"#SantiPH Update: Sa huling taya ng Dost_pagasa, nasa 60 kilometers West of Iba, Zambales ang mata ng Bagyong... http://fb.me/2z5rpOVEk ",@IMReadyPH
10/11/13 17:43,"#SantiPH Storm Warning Signals Update: Signal No. 1 naman sa Metro Manila, Ilocos Sur, Mountain Province, Ifugao,... http://fb.me/2yzreo7rW ",@IMReadyPH
10/11/13 16:46,"Yellow Rainfall Advisory: Metro Manila, Laguna, Cavite, Batangas, Northern Quezon, Bulacan, Pampanga, Tarlac, Bataan & Zambales #SantiPH,",@dzIQ990
6/8/16 0:54,#EarthquakePH #EarthquakeNegrosOccidental Earthquake Information No. 1 Date and Time: 18 June 2016 04:40 PM... http://fb.me/4f9lEIVYS ,@phivolcs_dost
8/13/16 6:31,"JUST IN: Niyanig ng 5.0 magnitude na lindol ang Biliran, ayon sa @phivolcs_dost.",@gmanewsbreaking
8/13/16 6:30,"JUST IN: Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10pm. | via @Dennis_Datu",@ABSCBNNews
8/10/16 14:47,"Sarangani, Davao Occidental niyanig ng mag 4 na lindol kaninang 5:52 ng umaga | @phivolcs_dost",@dzIQ990
8/6/16 3:21,"Magnitude 5.4 na lindol naitala sa 15km NE ng Gensan, 5:08pm Sabado; intensity 4 na pagyanig, naramdaman  |@dzmmRP45",@DZMMTeleRadyo
7/29/16 20:38,"Niyanig ng magnitude 7.7 na lindol ang eastern Pacific Ocean kaninang 5 AM, oras sa Pilipinas.",@Balitanghali11
7/29/16 20:13,"Northern Marianas, niyanig ng magnitude 7.7 na lindol! #SuperBalitaSaTanghaliSabado",@dzbb
7/27/16 20:24,"#RadyoPatrol Ormoc City, niyanig ng magnitude 5.2 na lindol",@DZMMTeleRadyo
7/27/16 20:21,"Magnitude 5.2 lindol, tumama sa Ormoc City | Balitaan live http://cnn.ph/1LXc9jG ",@cnnphilippines
7/26/16 19:48,"Magnitude 4.7 na lindol, yumanig sa Surigao Del Norte - DZIQ Radyo Inquirer 990AM https://shar.es/1ZpnSa  | @jay_dones",@dzIQ990
8/14/16 15:06,".@dost_pagasa: (As of 7AM) Mahina hanggang katamtamang pag-ulan, nararanasan sa Cavite, Batangas, Rizal",@DZMMTeleRadyo
8/14/16 15:04,".@dost_pagasa: (As of 7AM) Yellow rainfall warning, nakataas sa Zambales at Bataan.",@DZMMTeleRadyo
8/14/16 14:16,"(2/2) 2,400 km East Northeast ng extreme Northern Luzon na nagpapalakas ng ating habagat.",@DZMMTeleRadyo
8/13/16 22:05,NDRRMC: 5 patay sa hagupit ng habagat http://bit.ly/2beWZcT ,@DZMMTeleRadyo
8/13/16 20:05,#RadyoPatrol NDRRMC: 4 patay sa pag-ulan sa Metro Manila,@DZMMTeleRadyo
8/13/16 6:34,"Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10PM | via @Dennis_Datu",@DZMMTeleRadyo
8/13/16 6:18,"QC DRRMO: 1 patay, higit 3,500 lumikas sa lungsod ng Quezon dahil sa mga pagbaha bunsod ng habagat | via @dzmmRP45",@DZMMTeleRadyo
8/12/16 20:05,#RadyoPatrol PAGASA: Luzon at Visayas uulanin pa rin sa susunod na 5 araw,@DZMMTeleRadyo
8/12/16 19:58,"PAGASA: Yellow Warning: The rest of Metro Manila, Rizal, N. Ecija, Bataan, Tarlac",@ABSCBNNews
8/12/16 17:12,"Yellow Warning nakataas rin sa Metro Manila, Rizal, Nueva Ecija, Bataan, Tarlac #WeatherPatrol",@DZMMTeleRadyo
8/12/16 17:12,"(As of 9AM), PAGASA itinaas ang Orange Warning Zambales, Pampanga, Bulacan. #WeatherPatrol",@DZMMTeleRadyo
8/12/16 9:03,".@dost_pagasa: (As of 1AM) Yellow rainfall warning, nakataas sa Zambales, Bataan, Tarlac, Bulacan, at Pampanga.",@DZMMTeleRadyo
8/12/16 9:01,".@dost_pagasa: (As of 1AM) Orange rainfall warning, nakataas sa Metro Manila, Batangas, Cavite, at Rizal.",@DZMMTeleRadyo
8/11/16 21:41,".@dost_pagasa: Yellow rainfall warning, nakataas sa Metro Manila, Pampanga, Bulacan, Cavite, at Rizal.",@DZMMTeleRadyo
8/11/16 21:41,".@dost_pagasa: (As of 1PM) Orange rainfall warning, nakataas sa Bataan at Zambales.",@DZMMTeleRadyo
8/11/16 18:11,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Northern Mindanao at Davao Region sa loob ng 12 oras.",@DZMMTeleRadyo
8/11/16 18:11,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Metro Cebu sa loob ng 12 oras.",@DZMMTeleRadyo
8/13/16 8:30,"#EarthquakePH | 23 min.ago #earthquake 5.0 has hit Leyte (Eastern Visayas), Philippines, 10.0km, 10:05 PM",@philredcross
8/1/16 3:20,#IMReady: Lumabas na ng PAR kaninang umaga ang bagyong #CarinaPH.,@IMReadyPH
7/31/16 19:34,"11AM: Nasa 330km NW ng Laoag, Ilocos Norte ang #CarinaPH. Nasa labas na po 'yan ng PAR - @dost_pagasa",@IMReadyPH
7/31/16 13:39,"PAGASA (5 AM): Tropical Cyclone Warning Signal 1: Benguet, Ifugao, La Union and Pangasinan.",@gmanewsbreaking
7/31/16 13:42,"Tropical Cyclone Warning Signal no. 2: Ilocos Norte, Apayao, Abra, & Northern part of Cagayan including Babuyan Group of Islands #CarinaPH",@ABSCBNNews
7/31/16 13:43,"Tropical Cyclone Warning Signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga... #CarinaPH",@ABSCBNNews
7/31/16 13:37,"(1/2) #CarinaPH signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga | via @dost_pagasa",@cnnphilippines
7/31/16 13:36,"#CarinaPH signal no. 2: Ilocos Norte, Apayao. Abra and Northern part of Cagayan including Babuyan Group of Islands | via @dost_pagasa",@cnnphilippines
7/31/16 7:26,Taglay ng bagyong #CarinaPH ang lakas ng hanging aabot sa 100 kph malapit sa gitna at pagbugsong aabot sa 130 kph.,@dzbb
7/31/16 7:26,"As of 10 PM: Namataan ang sentro ng bagyo sa layong 85 km, kanluran hilagang-kanluran ng Aparri, Cagayan.",@dzbb
7/31/16 7:14,"TCWS #1 : Batanes Group of Island, La Union, Pangasinan, Benguet, Ifugao, Mt. Province, Nueva Vizcaya, and Isabela #CarinaPH",@dost_pagasa
3/22/16 23:24,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,@philredcross
3/22/16 5:39,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,@philredcross
3/16/16 4:05,#EarthquakePH Information No. 1 16Mar-07:39pm Magnitude: 3.4 Location: San Esteban (Ilocos Sur) | via @phivolcs_dost,@philredcross
3/12/16 21:14,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,@philredcross
3/5/16 22:24,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,@philredcross
8/14/16 20:19,"5 tao, nasawi sa mga pagbaha bunsod ng hagupit ng Habagat sa malaking bahagi ng Luzon. #SuperBalitaSaTanghaliNationwide",@dzbb
8/14/16 19:35,"FLASH: Magnitude 4.0 na lindol, tumama sa Burdeos, Quezon kaninang 10:50 a.m., ayon kay Dr. Renato Solidum, Jr.",@dzbb
8/14/16 18:39,"JUST IN: Yellow rainfall warning, nakataas sa Zambales at Bataan, ayon sa @dost_pagasa.",@dzbb
8/14/16 18:09,"LIST: Klase sa mga paaralan sa Metro Manila atbp. mga lalawigan, #WalangPasok dahil sa Habagat (as of 10:00 am)",@dzbb
8/13/16 1:13,"PAGASA: Within 5 days, maulan pa rin po dahil sa habagat. Walang tigil. Matagal-tagal pa tayong magtitiis.",@rapplerdotcom
8/5/16 5:45,"Habagat na magpapaulan ngayong weekend, palalakasin ng 2 sirkulasyon",@24OrasGMA
8/2/16 20:00,"#IMReady: Mga Kapuso, unti-unting lumalayo sa bansa ang habagat. Naaapektuhan na lamang nito ang kanlurang bahagi ng Luzon, ayon sa PAGASA.",@Balitanghali11
8/2/16 6:38,GMA Weather: Habagat ang umiiral ngayon sa western section ng #Luzon at #Visayas.,@PanahonNgayon
8/1/16 18:54,"Sa ngayon, walang bagyo sa PAR. Pero ang bagyong Nida (int'l name) na nasa may China, pinalalakas pa rin ng habagat.",@IMReadyPH
8/1/16 17:39,#IMReady: Malakas ang Habagat ngayon na magpapaulan sa buong Luzon at Western Visayas. Epekto pa rin iyan ng nagdaang Bagyong #CarinaPH.,@newstogoGNTV
8/13/16 21:21,Lima na ang nasawi habang nasa 70K katao na ang inilikas sa Visayas dahil sa matinding pag-ulang dulot ng habagat.,@gmanews
8/14/16 1:53,"5 tao patay, mahigit 70,000 inilikas dahil sa Habagat - DZIQ Radyo Inquirer 990AM",@dzlQ990
8/13/16 20:09,#RadyoPatrol 413 pamilya inilikas sa Valenzuela,@DZMMTeleRadyo
8/13/16 20:16,"Malonzo: Sa unang landslide, naapektuhan ang 4 bahay at 23 katao.",@DZMMTeleRadyo
8/13/16 20:17,"Malonzo: Apektado ang 2 bahay sa pangalawang landslide sa San Mateo, Rizal. Walang naiulat na nasaktan.",@DZMMTeleRadyo
8/13/16 20:06,#RadyoPatrol La Mesa Dam posibleng umapaw na kapag di pa tumigil ang ulan,@DZMMTeleRadyo
8/13/16 6:01,"80 pamilya, inilikas sa San Mateo, Rizal https://shar.es/1ZREsZ  | @chonayu1",@dzlQ990
8/13/16 2:18,#TVPatrol Inilikas ang mga residenteng nakatira malapit sa Tullahan River.,@ABSCBNNews
8/13/16 1:46,"Bilang ng mga residenteng inilikas sa Marikina dahil sa tumataas na lebel ng tubig sa Marikina River, nasa 6,738 | via @dzbbsamnielsen @dzbb",@gmanewsbreaking
6/27/16 7:23,Nakalabas na sa PAR ang LPA na dating Bagyong #AmboPH kaninang 2:30 PM.,@saksi
6/27/16 3:21,Nasa labas na ng Philippine Area of Responsibility ang Low Pressure Area na dating Bagyong #AmboPH.,@24OrasGMA
6/26/16 20:05,"Bagyong #AmboPH, isa na lang ngayong low pressure area matapos mag-landfall sa Aurora kaninang umaga. #SuperBalitaSaTanghaliNationwide",@dzbb
6/26/16 19:27,"Nasa may West PHL Sea na ang LPA na dating bagyong #AmboPH, ayon sa @dost_pagasa. Nasa loob pa 'yan ng PAR.",@IMReadyPH
6/26/16 13:34,"Low pressure area na dating bagyong #AmboPH, huling namataan kaninang 4 a.m. sa layong 66 km kanluran ng Laoag City. _ã” Rene Paciente, PAGASA",@dzbb
6/26/16 10:40,Wala nang lugar sa bansa ang nasa ilalim ng Tropical Cyclone Warning Signal. | via @dost_pagasa #AmboPH,@dzbb
6/26/16 7:58,"Posibleng magdulot ang #AmboPH ng malalakas na ulan sa Northern at Central #Luzon, #Rizal at #Quezon.",@IMReadyPH
6/26/16 7:55,"Signal#1: #Aurora, Northern #Quezon, #Polillo is., #Quirino, #NuevaVizcaya, #NuevaEcija, Southern #Isabela, Ifugao - @dost_pagasa #AmboPH",@IMReadyPH
6/26/16 7:11,#AmboPH PAGASA (11 PM): Signal No.1: N. Quezon including Polillo Islands Aurora Quirino Nueva Ecija Nueva Vizcaya Southern Isabela Ifugao,@gmanewsbreaking
7/8/16 1:06,"As of 3PM, lumabas na sa Philippine Area of Responsibility ang #BagyongButchoy. | via @dost_pagasa",@dzbb
7/10/16 1:53,"Isa ang nasawi at isa ang nawawala matapos ang pagtigil ng Bagyong #ButchoyPH sa PAR, batay sa tala ng NDRRMC.",@gmanews
7/8/16 12:28,"#ButchoyPH lumabas na sa PAR, southwest monsoon magpapaulan sa malaking bahagi ng bansa ngayong Sabado #TambayanSaRadyo",@dzrhnews
7/8/16 7:36,Hindi lang pagbaha kundi kabi-kabilang sakuna sa iba't ibang probinsya ang idinulot ng pagpapaigting ng bagyong #ButchoyPH sa Habagat.,@saksi
7/8/16 5:17,"May lakas ng hangin na 150 km. per hour, bugsong 185 km. per hour at kilos pa-northwest sa bilis na 12 km. per hour si #ButchoyPH.",@stateofdnation
7/8/16 5:16,Pinalalakas pa rin ng dating Bagyong #ButchoyPH ang hanging habagat kaya posible pa rin ang landslides at flash floods sa Luzon.,@stateofdnation
7/8/16 3:31,Lumabas na sa PAR ang #ButchoyPH. Ibinaba na ng PAGASA ang lahat ng storm warning signals.,@IMReadyPH
7/8/16 1:39,Tuluyan ng nakatawid ng Southern Taiwan ang bagyong #ButchoyPH palayo ng Pilipinas I @dost_pagasa,@dzrhnews
7/8/16 1:36,#IMReady: Nakalabas na ng PAR ang bagyong #ButchoyPH kaninang alas tres ng hapon.,@gmanewstvQRT
7/8/16 0:47,PAGASA: #ButchoyPH nasa labas na ng Philippine Area of Responsibility.,@DZMMTeleRadyo
7/8/16 0:43,Matinding baha ang inabot ng iba't ibang lugar dahil sa ulang dala ng habagat na pinaigting ni #ButchoyPH,@bayanmo
7/7/16 23:01,Itinaas ng @NDRRMC_OpCen ang risk alert level sa blue code dahil sa Habagat na pinaigting ng TY #ButchoyPH.,@gmanews
7/7/16 22:58,Lalo pang humina ang bagyong #ButchoyPH pagtama sa Taiwan;Inaasahang lalabas ito ng PAR ngayong hapon I @dost_pagasa,@dzrhnews
7/7/16 20:07,PAGASA: Lalabas ng PAR si #ButchoyPH mamayang hapon. Sa Lunes o Martes pa bubuti ang panahon http://cnn.ph/29smC9r ,@cnnphilippines
7/7/16 20:05,"#TV5AksyonsaTanghali | Bagyong #ButchoyPH, posibleng lumabas na ng PAR ngayong hapon. Umaaksyon LIVE si @PatMangune",@News5AKSYON
7/7/16 20:01,"#ButchoyPH, nagdulot ng malakas na pag-ulan | Balitaan live http://cnn.ph/1LXc9jG ",@cnnphilippines
7/7/16 19:06,PAGASA (11:00 AM) #ButchoyPH SIGNAL NO. 1 Batanes Group of Islands,@gmanews
7/7/16 18:21,"Hanggang tuhod na baha sa Kingsville Executive Village, Marcos Highway, Antipolo, Rizal #ButchoyPH",@bayanmo
7/7/16 17:56,#ATM Baha sa Sumulong highway patungo sa SSS Village @MarikinaPIO City #ButchoyPH I via RH24 @edmarestabillo,@dzrhnews
7/7/16 17:16,"#ATM Baha sa bahagi ng Apostolic Nuncio sa Taft Avenue, Maynila #ButchoyPH I via RH06 @sherwinalfaro",@dzrhnews
7/31/16 19:41,WEATHER UPDATE(11AM): Tuluyan ng nakalabas ng Philippine Area of Responsibility ang bagyong #CarinaPH I @dost_pagasa,@dzrhnews
7/31/16 19:34,"11AM: Nasa 330km NW ng Laoag, Ilocos Norte ang #CarinaPH. Nasa labas na po 'yan ng PAR - @dost_pagasa",@IMReadyPH
7/31/16 18:01,"As of 7AM, huling namataan ang bagyong #CarinaPH sa layong 270 km, Northwest ng Laoag City, Ilocos Norte I @dost_pagasa",@dzrhnews
7/31/16 18:03,"Taglay ng bagyo ang lakas ng hangin na 105 kph, pagbugso na 135 kph at kumikilos sa direksyong Northwest sa bilis na 24 kph I @dost_pagasa",@dzrhnews
7/31/16 18:04,"TCWS No. 1 (8AM): Ilocos Norte, Northern Cagayan kabilang ang Babuyan Group of Islands, Apayao, Abra, at Ilocos Sur I @dost_pagasa",@dzrhnews
7/31/16 16:37,"#CarinaPH TCWS No.1 Luzon: Ilocos Norte, Northern Cagayan including Babuyan Group of Islands, Apayao. Abra, and Ilocos Sur.",@philredcross
7/31/16 13:25,"UPDATE: Huling namataan ang bagyong #CarinaPH sa 145 km hilaga-hilagang kanluran ng Laoag City, Ilocos Norte kaninang 4:00 a.m.",@dzbb
7/31/16 12:12,#CarinaPH Signal No. 1 nakataas sa: -La Union -Pangasinan -Benguet -Ifugao -Mt. Province -Nueva Vizcaya -Isabela,@dzrhnews
7/31/16 12:10,#CarinaPH Signal No. 2 nakataas sa: -Ilocos Norte -Ilocos Sur -Cagayan including Babuyan Group of Islands -Apayao -Kalinga -Abra,@dzrhnews
7/31/16 7:26,Taglay ng bagyong #CarinaPH ang lakas ng hanging aabot sa 100 kph malapit sa gitna at pagbugsong aabot sa 130 kph.,@dzbb
7/31/16 7:26,"As of 10 PM: Namataan ang sentro ng bagyo sa layong 85 km, kanluran hilagang-kanluran ng Aparri, Cagayan.",@dzbb
7/31/16 7:29,"(1/2) Nakataas pa rin ang Tropical Cyclone Warning Signal No. 02 sa Ilocos Norte, Ilocos Sur, Cagayan, kabilang ang Babuyan Group of Islands",@dzbb
7/31/16 7:30,"(1/2) Nakataas naman ang Tropical Cyclone Warning Signal No. 01 sa Batanes Group of Islands, La Union, Pangasinan, Benguet, Ifugao,",@dzbb
7/31/16 7:14,"TCWS #1 : Batanes Group of Island, La Union, Pangasinan, Benguet, Ifugao, Mt. Province, Nueva Vizcaya, and Isabela #CarinaPH",@dost_pagasa
7/30/16 23:59,"Bagyong Carina, nag-landfall na sa Cagayan province - DZIQ Radyo Inquirer 990AM",@dzIQ990
7/30/16 23:58,"WEATHER UPDATE: (2PM) Huling namataan ang bagyong #CarinaPH 70 km East ng Tuguegarao City, Cagayan I @dost_pagasa",@dzrhnews
7/31/16 0:01,"Taglay ng bagyo ang lakas ng hangin na 95kph, pagbugso na 120kph at kumikilos sa direksyong West Northwest sa bilis na 20kph I @dost_pagasa",@dzrhnews
7/31/16 0:02,"1/2 TCWS No. 2 (2PM): Isabela, Ilocos Norte, Ilocos Sur, Apayao, Mt. Province, Ifugao, Kalinga, Abra at Cagayan kabilang ang Babuyan Group of Islands",@dzrhnews
7/31/16 0:02,"TCWS No. 1(2PM): Batanes Group of Islands, Benguet, La Union, Nueva Vizcaya, Quirino, Pangasinan, Nueva Ecija at Aurora I @dost_pagasa",@dzrhnews
8/26/16 3:38,#DindoPH: May lakas ang hangin na nasa 160 kph malapit sa gitna at bugsong umaabot sa 195 kph.,@IMReadyPH
8/24/16 3:48,#DindoPH: Abot ang lakas ng hangin nitong nasa 150 kph malapit sa gitna. May bugsong aabot sa 185 kph.,@IMReadyPH
8/23/16 21:51,"#DindoPH taglay ang lakas ng hanging 130 kph malapit sa gitna, pagbugsong umaabot sa 160 kph | via @dost_pagasa",@DZMMTeleRadyo
8/23/16 21:42,"JUST IN: Ganap na bagyo na ang LPA na binabantayan ng @dost_pagasa sa loob ng PAR,pinangalanan itong bagyong ""Dindo""",@dzrhnews
8/23/16 21:44,"#UPDATE As of 12PM, huling namataan ang bagyong #DindoPh 1,200 km East Northeast ng Itbayat, Batanes I @dost_pagasa",@dzrhnews
9/1/16 18:09,Wala nang bagyo sa loob ng PHL Area of Responsibility ngayong Biyernes. Lumabas na kagabi ng PAR ang #EntengPH.,@IMReadyPH
8/31/16 17:28,"Huling nakita ng @dost_pagasa ang TD #EntengPH sa 695km NE ng Itbayat, #Batanes.",@IMReadyPH
8/31/16 17:29,"May lakas na 55 kph malapit sa gitna ang TD #EntengPH, at kikilos pa-Northeast nang 18kph.",@IMReadyPH
8/14/16 19:11,#EarthquakePH #EarthquakeQuezon Earthquake Information No. 1 Date and Time: 15 Aug 2016 : 10:50 AM Magnitude = 4.0,@phivolcs_dost
7/27/16 4:56,#EarthquakePH #EarthquakeLeyte Earthquake Information No. 1 Date and Time: 27 Jul 2016 - 08:12 PM Magnitude = 3.1,@phivolcs_dost
7/25/16 10:10,#EarthquakePH #EarthquakeCebu Earthquake Information No. 1 Date and Time: 26 Jul 2016 - 01:56 AM Magnitude = 2.1,@phivolcs_dost
5/21/16 13:55,#EarthquakePH #EarthquakeAbra Earthquake Information No. 1 Date and Time: 22 May 2016 - 05:36 AM Magnitude = 2.2,@phivolcs_dost
9/2/16 1:26,"Kalamansig, Sultan Kudarat, niyanig ng magnitude 5.0 na lindol; Intensity II, naramdaman sa General Santos City.",@dzbb
8/23/16 1:53,"San Policarpo, Eastern Samar, niyanig ng magnitude 4.1 na lindol ngayong 5:23pm. | via @phivolcs_dost",@dzbb
8/16/16 10:01,"FLASH: Magnitude 4.4 na lindol yumanig sa Burdeos, Quezon | via @phivolcs_dost",@dzrhnews
8/15/16 14:31,"Sinait, Ilocos Sur, niyanig ng magnitude 3.5 na lindol kaninang 4:33 ng umaga. Naramdaman ang Intensity 1 sa Sinait. | @phivolcs_dost",@dzIQ990
8/15/16 4:34,Antique at Iloilo niyanig ng magnitude 5.1 na lindol - DZIQ Radyo Inquirer 990AM https://shar.es/1ZVkqG  via @sharethis,@dzIQ990
8/15/16 4:07,"@phivolcs_dost: Valderrama, Antique, niyanig ng magnitude 5.1 na lindol kaninang 7:32pm.",@dzbb
8/13/16 20:01,JUST IN: Magnitude 2.5 lindol tumama sa Naval (Biliran) http://fb.me/vBO3sGHN I @phivolcs_dost,@dzrhnews